transactionid,date,region,product,business_unit,customer,revenue,cogs,operating_expense,interest,tax,financial_metric,actual,budget,month,year,gross_profit,ebitda,net_profit,net_profit_margin
TXN00082,2025-04-15,North,External SSD 1TB,East Region,Sugen,359737.0,203138,65589,5557,17090,Net Profit,1975000,1817000,Apr,2025,156599,91010,68363,0.19
TXN00357,2025-03-15,East,Laptop Pro 14,South Region,Qipro,437126.0,253588,61674,3735,23625,Gross Profit,5655000,5202600,Mar,2025,183538,121864,94504,0.2162
TXN00205,2024-07-15,East,Office Monitor 27,East Region,Acart,189862.0,110222,57491,4370,3555,Gross Profit,5220000,4802400,Jul,2024,79640,22149,14224,0.0749
TXN00469,2024-07-15,South,Ergonomic Mouse,East Region,Desys,171246.0,98651,33418,6566,6522,Net Profit,1545000,1421400,Jul,2024,72595,39177,26089,0.1523
TXN00426,2024-12-15,West,External SSD 2TB,North Region,Bepro,241619.0,133867,39188,5474,12618,Gross Profit,5505000,5064600,Dec,2024,107752,68564,50472,0.2089
TXN00206,2024-08-15,North,Office Monitor 24,South Region,Figen,215096.0,123492,47240,5672,7738,Net Profit,1570000,1444400,Aug,2024,91604,44364,30954,0.1439
TXN00033,2025-03-15,North,Office Monitor 27,South Region,Nozon,372198.0,217174,35403,2078,23508,Operating Expenses,3420000,3591000,Mar,2025,155024,119621,94035,0.2526
TXN00074,2024-08-15,East,Laptop Pro 14,West Region,Ellab,309579.0,170539,57318,3497,15645,Revenue,12060000,11095200,Aug,2024,139040,81722,62580,0.2021
TXN00406,2025-04-15,East,Desktop Workstation,North Region,Wazon,356909.0,205644,71002,5193,15014,Operating Expenses,3510000,3685500,Apr,2025,151265,80263,60056,0.1683
TXN00097,2024-07-15,South,External SSD 1TB,South Region,Agen,154624.0,92248,87677,3692,-5798,Revenue,12010000,11049200,Jul,2024,62376,-25301,-23195,-0.15
TXN00159,2024-09-15,West,Laptop Pro 14,North Region,Kapro,161809.0,92076,81075,5372,-3342,Gross Profit,5320000,4894400,Sep,2024,69733,-11342,-13372,-0.0826
